OSS: Generating process with PID 1763 and putting it in queue 1 at time 0:950
OSS: Generating process with PID 1764 and putting it in queue 1 at time 0:1521
OSS: receiving that process with PID 1763 ran for 85 nanoseconds
OSS: Dispatching process with PID 1765 from queue 1 at time 1:949509
OSS: Dispatching process with PID 1765 from queue 1 at time 1:950052
OSS: Dispatching process with PID 1765 from queue 1 at time 1:951310
OSS: Dispatching process with PID 1765 from queue 1 at time 1:951543
OSS: Dispatching process with PID 1765 from queue 1 at time 1:952193
OSS: Dispatching process with PID 1765 from queue 1 at time 1:952959
OSS: Dispatching process with PID 1765 from queue 1 at time 1:953312
OSS: Dispatching process with PID 1765 from queue 1 at time 1:953885
OSS: Dispatching process with PID 1765 from queue 1 at time 1:954492
OSS: Dispatching process with PID 1765 from queue 1 at time 1:954995
OSS: Dispatching process with PID 1765 from queue 1 at time 1:955481
OSS: Dispatching process with PID 1765 from queue 1 at time 1:955708
OSS: Dispatching process with PID 1765 from queue 1 at time 1:956530
OSS: Dispatching process with PID 1765 from queue 1 at time 1:957412
OSS: Dispatching process with PID 1765 from queue 1 at time 1:958229
OSS: Dispatching process with PID 1765 from queue 1 at time 1:959156
OSS: Dispatching process with PID 1765 from queue 1 at time 1:959950
OSS: Dispatching process with PID 1765 from queue 1 at time 1:960507
OSS: Dispatching process with PID 1765 from queue 1 at time 1:960776
OSS: Dispatching process with PID 1765 from queue 1 at time 1:961192
OSS: Dispatching process with PID 1765 from queue 1 at time 1:961847
OSS: Dispatching process with PID 1765 from queue 1 at time 1:962175
OSS: Dispatching process with PID 1765 from queue 1 at time 1:962271
OSS: Dispatching process with PID 1765 from queue 1 at time 1:963103
OSS: Dispatching process with PID 1765 from queue 1 at time 1:963767
OSS: Dispatching process with PID 1765 from queue 1 at time 1:963968
OSS: Dispatching process with PID 1765 from queue 1 at time 1:964406
OSS: Dispatching process with PID 1765 from queue 1 at time 1:965283
OSS: Dispatching process with PID 1765 from queue 1 at time 1:965616
OSS: Dispatching process with PID 1765 from queue 1 at time 1:965993
OSS: Dispatching process with PID 1765 from queue 1 at time 1:966752
OSS: Dispatching process with PID 1765 from queue 1 at time 1:967319
OSS: Dispatching process with PID 1765 from queue 1 at time 1:967699
OSS: Dispatching process with PID 1765 from queue 1 at time 1:968576
OSS: Dispatching process with PID 1765 from queue 1 at time 1:968848
OSS: receiving that process with PID 1765 ran for 50000081 nanoseconds
OSS: Dispatching process with PID 1765 from queue 1 at time 1:988602
OSS: Generating process with PID 1767 and putting it in queue 1 at time 3:0
OSS: Generating process with PID 1768 and putting it in queue 1 at time 3:605
OSS: Dispatching process with PID 1767 from queue 1 at time 3:496092
OSS: Dispatching process with PID 1767 from queue 1 at time 3:496256
OSS: Dispatching process with PID 1768 from queue 1 at time 3:497412
OSS: Dispatching process with PID 1767 from queue 1 at time 3:497532
OSS: Dispatching process with PID 1768 from queue 1 at time 3:497693
OSS: Dispatching process with PID 1767 from queue 1 at time 3:498691
OSS: Dispatching process with PID 1767 from queue 1 at time 3:499361
OSS: Dispatching process with PID 1768 from queue 1 at time 3:500121
OSS: Dispatching process with PID 1767 from queue 1 at time 3:500343
OSS: Dispatching process with PID 1768 from queue 1 at time 3:501000
OSS: Dispatching process with PID 1768 from queue 1 at time 3:501070
OSS: Dispatching process with PID 1767 from queue 1 at time 3:502065
OSS: Dispatching process with PID 1767 from queue 1 at time 3:502998
OSS: Dispatching process with PID 1767 from queue 1 at time 3:503787
OSS: Dispatching process with PID 1768 from queue 1 at time 3:503813
OSS: Dispatching process with PID 1767 from queue 1 at time 3:503969
OSS: Dispatching process with PID 1768 from queue 1 at time 3:504135
OSS: Dispatching process with PID 1768 from queue 1 at time 3:504228
OSS: Dispatching process with PID 1767 from queue 1 at time 3:504295
OSS: Dispatching process with PID 1768 from queue 1 at time 3:504437
OSS: Dispatching process with PID 1767 from queue 1 at time 3:505261
OSS: Dispatching process with PID 1768 from queue 1 at time 3:505944
OSS: Dispatching process with PID 1768 from queue 1 at time 3:506190
OSS: Dispatching process with PID 1767 from queue 1 at time 3:506352
OSS: Dispatching process with PID 1768 from queue 1 at time 3:506547
OSS: Dispatching process with PID 1767 from queue 1 at time 3:507148
OSS: Dispatching process with PID 1768 from queue 1 at time 3:507186
OSS: Dispatching process with PID 1767 from queue 1 at time 3:507926
OSS: Dispatching process with PID 1767 from queue 1 at time 3:508325
OSS: Dispatching process with PID 1768 from queue 1 at time 3:508383
OSS: Dispatching process with PID 1768 from queue 1 at time 3:508639
OSS: Dispatching process with PID 1768 from queue 1 at time 3:508673
OSS: Dispatching process with PID 1767 from queue 1 at time 3:509191
OSS: Dispatching process with PID 1767 from queue 1 at time 3:509212
OSS: Dispatching process with PID 1767 from queue 1 at time 3:509366
OSS: Dispatching process with PID 1768 from queue 1 at time 3:510046
OSS: Dispatching process with PID 1767 from queue 1 at time 3:510066
OSS: Dispatching process with PID 1768 from queue 1 at time 3:510242
OSS: Dispatching process with PID 1768 from queue 1 at time 3:510682
OSS: Dispatching process with PID 1767 from queue 1 at time 3:510924
OSS: Dispatching process with PID 1768 from queue 1 at time 3:511757
OSS: Dispatching process with PID 1767 from queue 1 at time 3:512619
OSS: Dispatching process with PID 1767 from queue 1 at time 3:512857
OSS: Dispatching process with PID 1768 from queue 1 at time 3:513623
OSS: Dispatching process with PID 1768 from queue 1 at time 3:513627
OSS: Dispatching process with PID 1767 from queue 1 at time 3:513891
OSS: Dispatching process with PID 1767 from queue 1 at time 3:514166
OSS: Dispatching process with PID 1768 from queue 1 at time 3:514688
OSS: Dispatching process with PID 1768 from queue 1 at time 3:515397
OSS: Dispatching process with PID 1767 from queue 1 at time 3:515739
OSS: Dispatching process with PID 1767 from queue 1 at time 3:516404
OSS: Dispatching process with PID 1768 from queue 1 at time 3:517290
OSS: Dispatching process with PID 1768 from queue 1 at time 3:517667
OSS: Dispatching process with PID 1767 from queue 1 at time 3:517930
OSS: Dispatching process with PID 1767 from queue 1 at time 3:518330
OSS: Dispatching process with PID 1768 from queue 1 at time 3:518902
OSS: Dispatching process with PID 1768 from queue 1 at time 3:519119
OSS: Dispatching process with PID 1767 from queue 1 at time 3:519557
OSS: Dispatching process with PID 1768 from queue 1 at time 3:520221
OSS: Dispatching process with PID 1767 from queue 1 at time 3:520837
OSS: Dispatching process with PID 1767 from queue 1 at time 3:521333
OSS: Dispatching process with PID 1768 from queue 1 at time 3:522253
OSS: Dispatching process with PID 1768 from queue 1 at time 3:522903
OSS: Dispatching process with PID 1767 from queue 1 at time 3:522918
OSS: Dispatching process with PID 1768 from queue 1 at time 3:523860
OSS: Dispatching process with PID 1767 from queue 1 at time 3:524016
OSS: Dispatching process with PID 1768 from queue 1 at time 3:524063
OSS: Dispatching process with PID 1767 from queue 1 at time 3:525025
OSS: Dispatching process with PID 1768 from queue 1 at time 3:525357
OSS: Dispatching process with PID 1768 from queue 1 at time 3:526196
OSS: Dispatching process with PID 1767 from queue 1 at time 3:526752
OSS: Dispatching process with PID 1767 from queue 1 at time 3:527269
OSS: Dispatching process with PID 1767 from queue 1 at time 3:527322
OSS: Dispatching process with PID 1768 from queue 1 at time 3:528116
OSS: Dispatching process with PID 1768 from queue 1 at time 3:528400
OSS: Dispatching process with PID 1767 from queue 1 at time 3:528457
OSS: Dispatching process with PID 1768 from queue 1 at time 3:528867
OSS: Dispatching process with PID 1768 from queue 1 at time 3:529778
OSS: Dispatching process with PID 1767 from queue 1 at time 3:530710
OSS: Dispatching process with PID 1768 from queue 1 at time 3:531182
OSS: Dispatching process with PID 1767 from queue 1 at time 3:531787
OSS: Dispatching process with PID 1768 from queue 1 at time 3:532736
OSS: Dispatching process with PID 1768 from queue 1 at time 3:533094
OSS: Dispatching process with PID 1767 from queue 1 at time 3:534076
OSS: Dispatching process with PID 1767 from queue 1 at time 3:534288
OSS: Dispatching process with PID 1768 from queue 1 at time 3:535046
OSS: Dispatching process with PID 1767 from queue 1 at time 3:535600
OSS: Dispatching process with PID 1767 from queue 1 at time 3:536381
OSS: Dispatching process with PID 1768 from queue 1 at time 3:536930
OSS: Dispatching process with PID 1767 from queue 1 at time 3:537501
OSS: Dispatching process with PID 1768 from queue 1 at time 3:537898
OSS: Dispatching process with PID 1768 from queue 1 at time 3:537943
OSS: Dispatching process with PID 1767 from queue 1 at time 3:538786
OSS: Dispatching process with PID 1767 from queue 1 at time 3:539185
OSS: Dispatching process with PID 1768 from queue 1 at time 3:539597
OSS: Dispatching process with PID 1768 from queue 1 at time 3:540382
OSS: Dispatching process with PID 1767 from queue 1 at time 3:541289
OSS: Dispatching process with PID 1767 from queue 1 at time 3:542100
OSS: Dispatching process with PID 1768 from queue 1 at time 3:542199
OSS: Dispatching process with PID 1768 from queue 1 at time 3:542438
OSS: Dispatching process with PID 1767 from queue 1 at time 3:542440
OSS: Dispatching process with PID 1768 from queue 1 at time 3:543096
OSS: Dispatching process with PID 1767 from queue 1 at time 3:543205
OSS: Dispatching process with PID 1768 from queue 1 at time 3:543261
OSS: Dispatching process with PID 1767 from queue 1 at time 3:544063
OSS: Dispatching process with PID 1768 from queue 1 at time 3:544456
OSS: Dispatching process with PID 1768 from queue 1 at time 3:544921
OSS: Dispatching process with PID 1767 from queue 1 at time 3:545134
OSS: Dispatching process with PID 1767 from queue 1 at time 3:545790
OSS: Dispatching process with PID 1768 from queue 1 at time 3:546187
OSS: Dispatching process with PID 1768 from queue 1 at time 3:546872
OSS: Dispatching process with PID 1767 from queue 1 at time 3:547133
OSS: Dispatching process with PID 1767 from queue 1 at time 3:547479
OSS: Dispatching process with PID 1767 from queue 1 at time 3:547874
OSS: Dispatching process with PID 1768 from queue 1 at time 3:548117
OSS: Dispatching process with PID 1767 from queue 1 at time 3:549028
OSS: Dispatching process with PID 1768 from queue 1 at time 3:549533
OSS: Dispatching process with PID 1768 from queue 1 at time 3:549682
OSS: Dispatching process with PID 1768 from queue 1 at time 3:550374
OSS: Dispatching process with PID 1767 from queue 1 at time 3:550428
OSS: Dispatching process with PID 1767 from queue 1 at time 3:551148
OSS: Dispatching process with PID 1767 from queue 1 at time 3:551238
OSS: Dispatching process with PID 1768 from queue 1 at time 3:551690
OSS: Dispatching process with PID 1768 from queue 1 at time 3:552606
OSS: Dispatching process with PID 1767 from queue 1 at time 3:553447
OSS: Dispatching process with PID 1768 from queue 1 at time 3:553663
OSS: Dispatching process with PID 1767 from queue 1 at time 3:553716
OSS: Dispatching process with PID 1768 from queue 1 at time 3:554465
OSS: Dispatching process with PID 1768 from queue 1 at time 3:554493
OSS: Dispatching process with PID 1768 from queue 1 at time 3:554646
OSS: Dispatching process with PID 1767 from queue 1 at time 3:555634
OSS: Dispatching process with PID 1767 from queue 1 at time 3:555664
OSS: Dispatching process with PID 1768 from queue 1 at time 3:555825
OSS: Dispatching process with PID 1767 from queue 1 at time 3:556274
OSS: Dispatching process with PID 1767 from queue 1 at time 3:556712
OSS: Dispatching process with PID 1768 from queue 1 at time 3:557675
OSS: Dispatching process with PID 1768 from queue 1 at time 3:558517
OSS: Dispatching process with PID 1768 from queue 1 at time 3:559421
OSS: Dispatching process with PID 1767 from queue 1 at time 3:559949
OSS: Dispatching process with PID 1767 from queue 1 at time 3:560799
OSS: Dispatching process with PID 1767 from queue 1 at time 3:561452
OSS: Dispatching process with PID 1768 from queue 1 at time 3:562017
OSS: Dispatching process with PID 1768 from queue 1 at time 3:562128
OSS: Dispatching process with PID 1768 from queue 1 at time 3:562128
OSS: Dispatching process with PID 1767 from queue 1 at time 3:563088
OSS: Dispatching process with PID 1767 from queue 1 at time 3:563794
OSS: Dispatching process with PID 1768 from queue 1 at time 3:564705
OSS: Dispatching process with PID 1767 from queue 1 at time 3:565171
OSS: Dispatching process with PID 1768 from queue 1 at time 3:566027
OSS: Dispatching process with PID 1767 from queue 1 at time 3:566982
OSS: Dispatching process with PID 1768 from queue 1 at time 3:567854
OSS: Dispatching process with PID 1767 from queue 1 at time 3:568782
OSS: Dispatching process with PID 1768 from queue 1 at time 3:568827
OSS: Dispatching process with PID 1768 from queue 1 at time 3:569151
OSS: Dispatching process with PID 1767 from queue 1 at time 3:569995
OSS: Dispatching process with PID 1768 from queue 1 at time 3:570234
OSS: Dispatching process with PID 1767 from queue 1 at time 3:570775
OSS: Dispatching process with PID 1767 from queue 1 at time 3:571673
OSS: Dispatching process with PID 1768 from queue 1 at time 3:572661
OSS: Dispatching process with PID 1767 from queue 1 at time 3:573582
OSS: Dispatching process with PID 1768 from queue 1 at time 3:573985
OSS: Dispatching process with PID 1767 from queue 1 at time 3:574313
OSS: Dispatching process with PID 1768 from queue 1 at time 3:574616
OSS: Dispatching process with PID 1767 from queue 1 at time 3:575532
OSS: Dispatching process with PID 1768 from queue 1 at time 3:576310
OSS: Dispatching process with PID 1767 from queue 1 at time 3:577052
OSS: Dispatching process with PID 1768 from queue 1 at time 3:577931
